Abort_rank3,Abortion_rank12,Adv_or_more,BA_or_more,Cig_tax12,Cig_tax12_3,Conserv_advantage,Conserv_public,Dem_advantage,Govt_worker,Gun_rank11,Gun_rank3,Gun_scale11,HR_cons_rank11,HR_conserv11,HR_lib_rank11,HR_liberal11,HS_or_more,Obama2012,Obama_win12,Pop2000,Pop2010,Pop2010_hun_thou,Popchng0010,PopchngPct,Pot_policy,ProChoice,ProLife,Relig_Cath,Relig_Prot,Relig_high,Relig_low,Religiosity3,Romney2012,Smokers12,StateID,TO_0812,Uninsured_pct,abort_rate05,abort_rate08,abortlaw10,abortlaw2017,abortlaw3,alcohol,attend_pct,ba_or_more_2015,battle04,biz_tax_rank,biz_tax_score,black_legis_2015,blackpct_2016,blkleg,blkpct04,blkpct08,blkpct10,bush00,bush04,carfatal,carfatal07,cig_tax,cig_tax_3,cigarettes,citizen_ideology,clinton16,clinton16_ev,college,conpct_m,cons_hr06,cons_hr09,cook_index,cook_index3,corrections_incarc_rate,corrections_total_rate,crime_rate_burglary,crime_rate_murder,crime_rate_property,crime_rate_violent,deathpen_executions,deathpen_exonerations,defexpen,demHR11,dem_hr09,demnat06,dempct_m,demstate06,demstate09,demstate13,demstate_2017,density,division,drug_death_rate,earmarks_pcap,evm,evo,evo2012,evr2012,gay_policy,gay_policy2,gay_policy_con,gay_support,gay_support3,gb_win00,gb_win04,gini_2016,gini_rank_2016,gore00,gun_check,gun_dealer,gun_murder10,gun_rank2015,gun_rank_rev,gunlaw_rank,gunlaw_rank3_rev,gunlaw_scale,gunlaw_scale2015,hispanic04,hispanic08,hispanic10,hispanic_legis_2015,hispanicpct_2016,hs_or_more_2015,hs_yrs_ss,indpct_m,infant_mortality,judge_selection,kerry04,legalclimate,legalclimate_rank,legis_prof_rank,legis_prof_score,lgbtq_equality_laws,libpct_m,mccain08,medicaid_expansion,min_wage,modpct_m,nader00,obama08,obama_win08,obesity_percent,opioid_rx_rate,over64,over64_2016,permit,polarization_house,polarization_senate,policy_innovation_rate,pop2016,pop_18_24,pop_18_24_10,pot_policy2017,prcapinc,preg_teen_rate,preg_uninten_rate,prochoice_percent,region,relig_import,relig_import_2016,religiosity,reppct_m,rtw,schools_avg_salary,schools_spend,schools_st_ratio,secularism,secularism3,seniority_sen2,south,state,state_govt_rank,suicide_rate,term_limits,to_0004,to_0408,trnout00,trnout04,trump16,trump16_ev,unemploy,unemploy2016,uninsured_pct_2015,union04,union07,union10,union_2016,urban,vep00_turnout,vep04_turnout,vep08_turnout,vep12_turnout,vep14_turnout,vep16_turnout,volunteer_hrs_pc,volunteer_rate,voter_id_law,whitepct_2016,womleg_2007,womleg_2010,womleg_2011,womleg_2017
2,27,8.8,26.5,.45,1,20.9,40,2.9,18.1,12,1,16,202.4615385,51.47435897,226.6153846,48.52564103,84.3,48.35,0,8049313,9535483,95.35483,1486170,18.5,2,47,44.00,10.7,70.7,49.5,20.8,3,50.39,23.00,"NC",-1.2,19.4,18.8,17.5,6,8,2,2.02,49,29.4,0,11,5.73,20,21.6,14,21.8,21.6,22.6,56.02941267,56.02,20.3,20,.35,1,8.5,43.6676,46.17,0,24.3,38.30976652,59.69230769,43.15,-4.3,2,530,1500,798.2,5.1,2873.1,329.5,43,9,893,53.84615385,61.53846154,40,40.89398973,57.64705882,57.64705882,35.88235294,35.9,196.1,5,15.8,13,0,15,0,15,4,1,1,50,1,1,1,.478,36,43.20092111,5131.43,45.93369838,3,10,36,13,3,20,-20.5,6.1,7.4,8.4,1,9.1,86.6,4,25.27937179,7,5,43.58,70.2,7,18,.238,0,18.11903979,49.38,0,7.25,43.57119369,,49.7,1,30.1,82.5,12.1,15.09,25.1,1.716,1.675,.060391,101.468,9.535874698,9.847928684,3,29246,53,49,62,3,56,49,-35,33.82663848,0,47941,9501,15.3,35,1,0,1,"NorthCarolina",4,13.6,0,4.85,8,49.62,54.47,49.83,15,5.4,5,11.2,2.7,3,3.1,3,60.2,50.7,57.8,65.8,64.6,41.2,65.2,30,25.8,5,69.1,25.9,26.5,22.4,25.3
1,12,6.7,25.8,.44,1,33.9,42.9,-18.5,18,47,3,2,150,68.16666667,278,31.83333333,90.1,38.7,0,642200,672591,6.72591,30391,4.7,0,47,47.00,23.8,58.3,41.6,29,2,58.32,17.00,"ND",-4.4,13.8,9.6,11.2,9,9,3,3.03,42,29.1,0,29,4.98,0,2.1,0,.7,1.1,1.6,60.65858126,62.86,17.5,17.5,.44,1,6.26,44.7005,27.23,0,25.1,42.94294294,38,8,-10.4,1,410,1320,366.1,3,2110.3,265.1,0,0,1123,0,100,100,29.25373134,38.29787234,40.42553191,25.53191489,15.6,9.7,4,8.6,68.3,3,0,0,3,4,1,1,51,1,1,1,.466,26,33.0553397,12617.92,93.07290761,.6,46,6,43,1,4,65.5,1.5,2.1,2,0,3.4,92.5,3,34.92537313,5.6,4,35.5,67.9,15,47,.112,3,13.81381381,53.07,1,7.25,43.24324324,3.290824822,44.47,0,31,47.8,14.7,14.18,,1.148,1.109,.029203,7.57952,12.08791209,12.03566122,2,31398,40,41,64,2,,46,-80,35.82089552,0,50472,8383,12.2,80,2,0,0,"NorthDakota",7,18.5,0,4.12,.2,60.43,64.55,62.96,3,3.4,2.9,7.8,7.7,6.4,6.8,5.5,55.9,60.3,64.8,65,60.6,45,61.9,27.4,30.68,2,88.2,17.7,16.3,14.9,18.4
1,16,8.8,24.1,1.25,2,18.1,37.9,5.5,13.4,25,2,7,167.8823529,59.39215686,260.7647059,40.60784314,87.6,50.58,1,11353140,11536504,115.36504,183364,1.6,2,52,42.00,20.9,56.7,38.2,30.8,2,47.6,26.00,"OH",-2.1,14.7,14.9,14.7,8,10,2,2.01,36,26.8,1,45,4.27,11,12.3,14,11.9,12,13.4,49.96770771,50.81,14,12.1,1.25,2,8.72,49.2576,43.56,0,22.9,33.62688297,59.55555556,44.28,-.7,2,610,2850,680,4,2799.1,284.9,54,9,593,29.41176471,55.55555556,30,35.70183086,43.93939394,49.24242424,37.12121212,31.8,282.3,3,29.9,12,0,20,18,0,3,1,0,56,2,1,1,.464,25,46.46073697,5454.12,41.13031123,2.7,28,29,20,2,13,-5,2.2,2.6,3.1,2,3.5,89.7,3,33.04272014,7.1,4,48.71,64.2,27,6,.384,1,19.8377752,46.8,1,8.15,46.53534183,2.504687642,51.38,1,29.8,75.3,13.3,15.84,34.3,1.621,1.943,.056022,116.144,9.839497558,9.525873277,2,31322,49,49,48,2,33.7962963,58,-96,31.255449,0,56441,11272,16,96,2,0,0,"Ohio",12,12.8,1,8.18,-.1,56.38,64.56,51.69,18,6.3,4.9,6.5,15.2,14.1,14.2,12.4,77.4,56.7,66.8,66.7,64.6,36.2,64.2,29.4,26.61,2,82,16.7,22,22.7,22
1,2,7.4,22.7,1.03,2,29.5,45,-9.8,17,47,3,2,157.4,64.4,272.4,35.6,85.6,33.23,0,3450654,3751351,37.51351,300697,8.7,0,47,48.00,9.6,72.1,47.6,22.4,3,66.77,26.00,"OK",-7.5,21.4,9.5,9.9,10,13,3,1.95,50,24.6,0,31,4.95,2,7.3,3,7.7,8,8.7,60.30785211,65.57,21.9,20.4,1.03,2,10.04,23.9406,28.93,0,21.9,41.73778123,86.4,84.6,-16.9,1,1010,1860,760.9,4.5,2990.7,406,112,10,1135,20,20,14.28571429,46.98708752,45.63758389,40.93959732,27.51677852,22.1,54.7,7,19,22.2,7,0,0,7,4,1,1,43,1,1,1,.47,30,38.42690457,9809.16,62.7773834,3,17,1,48,1,2,-17,6.3,7.6,8.9,1,10.1,87.3,3,19.01004304,7.5,1,34.43,61,33,22,.229,3,13.65399535,65.65,0,7.25,44.60822343,,34.35,0,33.9,97.9,13.2,14.73,25.2,1.368,1.174,.045605,39.2356,10.85118377,10.15729139,3,28089,65,49,51,3,33.33333333,66,-37,34.00286944,1,45276,8710,16.3,37,1,0,1,"Oklahoma",31,19.3,1,7.3,-1.6,49.41,56.71,65.32,7,4.9,5.1,13.9,6.1,7.1,5.7,5.4,65.3,49.9,58.3,56.7,49.2,30,52.4,31.9,25.34,4,72.6,12.8,11.4,12.8,13.4
3,44,10.4,29.2,1.18,2,3.7,33.6,7.2,14.4,15,1,15,274.8,35.66666667,154.6,64.33333333,89.1,54.24,1,3421399,3831074,38.31074,409675,12,4,62,33.00,13.8,48.9,28.8,44.6,1,42.15,18.00,"OR",-4.6,17.6,17.7,17.3,1,2,1,2.59,32,32.2,1,10,5.78,2,1.9,3,1.8,2,2.6,46.51837587,47.19,13.1,13,1.18,2,5.01,55.1231,50.07,7,26.4,31.1327832,30.4,20,4,3,520,2040,434,2,2879,232.3,2,0,308,80,80,71.42857143,38.78136201,53.33333333,60,55.55555556,57.8,39.9,9,12,25.7,0,7,7,0,2,0,0,60,2,0,0,.462,22,46.95938898,6970.40,66.11722979,.9,32,35,14,3,18,0,9.5,11,11.7,3,12.7,90,3,30.10752688,5.1,4,51.35,61.2,32,23,.214,19,23.40585146,40.4,1,10.25,45.46136534,5.042934403,56.75,1,30.1,76.3,12.8,16.38,48.7,1.804,1.677,.069149,40.9347,9.612743752,9.37092143,1,29971,44,41,63,4,23.95833333,48,-156,31.11111111,0,60359,13230,20,156,3,1,0,"Oregon",27,19.3,0,10.96,-4.2,63,73.96,39.09,0,7.6,5,7,15.2,14.3,17,13.5,78.7,64.9,72,67.8,63.2,53.4,68.3,40.5,31.42,5,85.2,31.1,27.8,27.8,33.3
1,3,10.2,26.4,1.6,2,15.2,37.1,6.2,11.7,10,1,26,216.2631579,50.60526316,213,49.39473684,87.9,51.96,1,12281054,12702379,127.02379,421325,3.4,1,51,44.00,28,50.3,39.5,32.1,2,46.58,22.00,"PA",-4.8,11.9,13.8,17,8,9,2,2.19,39,29.7,1,24,5.18,8,11,7,10.5,10.8,11.9,46.42930489,48.42,14.1,12.5,1.35,2,7.31,52.2173,47.46,0,24.2,31.7057004,56.63157895,34.37,2,2,650,2920,357.5,4.8,1931.7,314.1,3,6,651,36.84210526,63.15789474,33.33333333,40.14522822,48.61660079,49.01185771,45.84980237,38.7,283.9,2,26.3,16.3,0,21,20,0,3,1,0,58,2,0,0,.469,29,50.59855053,7624.82,46.96757985,3.6,39,39,10,3,26,23,3.8,4.8,5.7,1,6.8,89.7,3,23.83817427,6.3,5,50.92,59.4,37,4,.417,16,19.50950066,44.15,1,7.25,48.78479894,2.10440659,54.47,1,30,69.5,15.3,17.04,35.4,1.331,1.312,.041021,127.842,9.533386967,9.927570461,2,33348,44,47,51,1,28.48722986,53,-100,36.01659751,0,65151,15860,14.6,100,2,1,0,"Pennsylvania",36,13.8,0,7.55,1.6,53.67,61.22,48.18,20,5.6,5.7,6.4,15,15.1,15,12.1,77.1,54.1,62.6,64.2,59.4,36.5,63.6,33.1,28.03,5,81.1,14.6,15.4,17.4,18.6
2,29,11.7,30.5,3.46,3,-.5,33.8,23.1,15.5,8,1,44,332,21.58333333,97.5,78.41666667,84.7,62.7,1,1048319,1052567,10.52567,4248,.4,3,63,32.00,44.1,31.1,29.1,43.8,1,35.24,20.00,"RI",-4.5,15.2,23.2,22.9,6,4,2,2.55,30,32.7,0,44,4.3,4,6.2,4,6.1,6.4,7.4,31.91179921,38.67,8.9,7.6,2.46,3,6.17,78.0734,54.41,4,29.1,23.07692308,13,2,11.2,3,310,2390,457.1,2.4,2173.6,219.2,0,0,1003,100,100,75,36.20178042,82.30088496,90.26548673,89.38053097,85,1018.1,1,28.2,30,0,4,4,0,2,0,0,66,3,0,0,.473,33,60.98770019,2284.89,50.35308916,1.5,43,42,7,3,47,55,10.3,11.6,12.4,3,14.4,87.7,3,49.55489614,5.5,1,59.42,64.6,26,28,.2,13,22.46153846,35.06,1,9.6,54.46153846,6.123506521,62.86,1,26,60.3,13.9,16.14,,.661,.534,.057307,10.5643,10.40892193,11.3960114,2,33733,41,43,63,1,,49,-170,14.24332344,0,66197,15119,15.1,170,,0,0,"RhodeIsland",38,10.2,0,.45,4,54.72,55.17,38.9,0,5.4,5.3,5.7,16.3,15,17.9,15.5,90.9,54.2,58.5,62.5,58,42.4,59.7,23.1,22.97,3,80.4,19.5,22.1,25.7,31
2,19,8.4,24.3,.57,1,26.6,45.1,-7.4,18,22,2,8,142.5,66.97222222,286,33.02777778,83.6,44.09,0,4012012,4625364,46.25364,613352,15.3,0,47,43.00,9.1,74.2,51.9,18,3,54.56,24.00,"SC",-2,20.5,7.9,8.1,10,10,3,2.37,54,26.8,0,37,4.66,23,27.5,19,29.4,28.5,28.8,56.84004753,57.98,24.9,24.2,.07,1,10.46,41.7807,40.67,0,23.2,38.52339181,68.5,64,-7.8,2,640,1420,759.9,6.4,3460.3,497.7,43,2,1027,16.66666667,33.33333333,25,33.69713506,41.76470588,42.35294118,37.64705882,35.9,153.9,5,15.7,30.1,8,0,0,9,4,1,1,49,1,1,1,.47,30,40.90215134,6667.76,44.6883748,4.5,19,22,27,2,9,-16,3.1,4.1,5.1,0,5.4,86.3,3,31.65075034,6.7,3,40.9,59.4,36,39,.156,1,17.03216374,53.87,0,0,44.44444444,1.460891853,44.9,0,31.7,89.4,12.4,16.22,33.8,1.431,1.32,.043588,49.6112,10.08225617,10.29189189,3,27172,59,46,42,3,53.125,70,-15,34.6521146,0,48769,12050,15.3,15,1,0,1,"SouthCarolina",32,15.6,0,4.16,5.6,46.68,50.84,54.94,9,6.9,4.4,10.9,3,4.1,4.5,1.6,60.5,47,53,58.6,56.6,35.2,57.3,32.1,22.65,4,67.2,8.8,10,9.4,14.1
1,13,7.3,25.1,1.53,2,21.7,42.7,-4.9,14.5,39,3,4,129,73,300,27,89.9,39.87,0,754844,814180,8.1418,59336,7.9,0,47,49.00,24.8,56.9,45.6,27.3,3,57.89,22.00,"SD",-4.4,14.4,5.1,5.6,9,10,3,2.62,42,27.5,0,2,7.49,0,1.5,0,.8,1.1,1.8,60.29677268,59.91,24.4,18.3,1.53,3,6.88,44.1776,31.74,0,23.1,39.15343915,60,20,-8.9,1,620,1740,330.3,2.3,1863.9,326.5,3,0,656,0,100,66.66666667,35.58897243,33.33333333,36.19047619,22.85714286,15.2,10.7,4,8.4,59.3,3,0,0,3,4,1,1,51,1,1,1,.444,8,37.56422539,10863.32,93.09980594,1,25,13,36,1,6,-9,2,2.6,2.7,0,3.5,91.1,3,21.80451128,6.2,1,38.44,69.5,9,48,.103,1,12.6984127,53.16,0,8.65,48.14814815,,44.75,0,30.4,54.8,14.2,15.67,,1.068,1.123,.032234,8.65454,11.21134021,10.07371007,4,30856,46,46,48,2,,59,-80,42.60651629,0,42025,9091,13.9,80,2,0,0,"SouthDakota",25,17.1,1,10.61,-4.4,57.61,68.22,61.53,3,3.7,2.7,10.2,6,6.5,5.5,5.2,51.9,57.7,68.2,63.8,59.4,44.7,59.9,35.8,35.3,3,84.6,17.1,20,20,20
2,23,7.9,23,.62,1,26.3,44.9,-4.8,17.7,22,2,8,131.5555556,67.90740741,295.6666667,32.09259259,83.1,39.04,0,5689283,6346105,63.46105,656822,11.5,0,42,51.00,7.9,75.9,50.3,19.3,3,59.42,25.00,"TN",-5.1,17.6,14.4,15.5,7,10,2,1.83,52,25.7,0,13,5.58,13,16.8,14,16.8,16.8,17.4,51.14915318,56.8,21.6,21,.62,1,9.4,37.7375,34.72,0,21.5,39.13466213,72.44444444,51.22,-8.7,1,720,1810,712.2,5.7,3060.6,608.4,6,3,598,22.22222222,55.55555556,45.45454545,34.53014184,52.27272727,46.96969697,26.51515152,22.7,153.9,6,22.2,16.5,11,0,0,11,4,1,1,45,1,1,1,.479,38,47.28489472,8258.96,52.83555819,2.5,23,16,33,2,7,-11,2.8,3.7,4.6,0,5.1,86.1,3,33.46631206,6.9,1,42.53,65.7,23,44,.136,5,17.11229947,56.85,0,0,43.75303841,.9527589358,41.79,0,33.8,107.5,12.5,15.39,27.5,1.549,1.404,.051982,66.5119,9.659567332,9.549322408,3,30005,58,49,40,3,47.51552795,73,-21,32.0035461,0,48217,9622,14.5,21,1,0,1,"Tennessee",6,14.4,0,5.42,1,49.04,54.46,60.72,11,5.1,4.8,10.3,6.7,5.3,5.1,5.7,63.6,49.9,56.3,57.3,52.2,29.8,51.2,28.1,24.12,1,77.7,15.9,18.2,18.2,15.9
1,14,8.5,25.5,1.41,2,23.2,40.5,-4.5,14.5,39,3,4,139.40625,65.5625,289.375,34.4375,79.9,41.37,0,20851820,25145561,251.45561,4293741,20.6,0,52,43.00,28.4,54.1,47,21.5,3,57.15,21.00,"TX",-5,28.8,17.3,16.5,7,10,2,2.29,47,28.4,0,14,5.57,10,12,8,11.7,11.9,12.6,59.29859947,61.09,18.5,16.2,1.41,3,5.61,39.7755,43.24,0,24.5,39.69080827,67.40625,63.09,-10,1,780,2480,627.8,4.4,3019.4,405.9,543,13,1372,28.125,34.375,32.35,35.81657281,44.19889503,47.51381215,37.01657459,36.5,96.3,7,9.4,14,34,0,0,38,4,1,1,51,1,1,1,.482,42,37.98195809,5711.27,38.81003092,3.2,30,22,27,2,9,-3,34.6,36.5,37.6,23,38.9,82.4,3,31.47224457,5.9,5,38.22,58.5,40,19,.234,3,17.84574021,55.39,0,7.25,42.46345152,2.153586416,43.63,0,32.4,57.6,9.9,11.73,32.3,2.427,,.053415,278.626,10.49868766,10.2322437,3,30222,65,56,45,3,44.4363104,64,-48,32.71118262,1,51890,10017,15.2,48,1,0,1,"Texas",11,12.6,0,3.97,1,47.81,51.78,52.23,36,6,4.6,17.1,5,4.7,5.1,4,82.5,49.2,53.7,54.7,49.7,28.3,51.6,28.2,22.99,3,74.9,19.9,23.8,21,20.4
2,24,9.1,28.5,1.7,2,31.8,46.9,-36.7,13.5,50,3,0,194,57.61111111,235.3333333,42.38888889,90.4,24.67,0,2233169,2763885,27.63885,530716,23.8,0,33,61.00,8.3,12.3,56,26.6,3,72.56,11.00,"UT",2.1,15.7,6.4,6.7,9,10,3,1.33,57,31.8,0,9,5.96,2,1.2,2,.9,1.3,1.6,66.83014295,71.54,14.2,12.4,.695,2,3.58,20.9792,27.46,0,26.2,39.10171731,80.33333333,74.67,-20.2,1,390,840,391.4,2.3,2878.5,215.6,7,0,1319,33.33333333,33.33333333,20,22.93814433,26.92307692,28.84615385,18.26923077,17.3,33.6,8,23.4,33.8,5,0,0,6,4,1,1,38,1,1,1,.425,1,26.34472218,8357.76,41.75282257,.8,26,6,43,1,4,-8.5,10.6,12,13,3,13.7,91.5,3,32.08762887,5,1,26,69,10,46,.115,12,15.05944518,62.25,0,7.25,45.83883752,4.651289516,34.22,0,24.5,70.4,8.7,10.28,36.4,1.642,1.716,.039596,30.5122,12.67206478,11.50506512,3,26606,33,40,47,4,33.33333333,64,-34,44.9742268,1,46887,6897,22.9,34,1,0,0,"Utah",3,21,0,.03,-5.6,53.34,53.37,45.54,6,5.3,3.1,10.5,5.8,5.8,6.9,4.7,88.2,53.8,58.9,53.3,55.4,30.3,57.7,80.8,43.23,4,87.2,17.3,22.1,17.3,20.2
3,47,13.3,33.1,2.62,3,1.8,26.8,16.9,12.9,27,2,6,319,25,111,75,91,66.57,1,608827,625741,6.25741,16914,2.8,3,70,25.00,25.2,40.6,19.1,57.1,1,30.97,18.00,"VT",-6.3,9.2,11.7,12.5,0,0,1,2.69,23,36.9,0,47,4.13,1,1.3,1,.6,.9,1.5,40.6971608,38.8,12.7,10.9,1.79,3,7.61,86.7138,56.68,3,32,22.37762238,8,0,13.4,3,280,1280,324.6,1.6,1524.4,99.3,0,0,986,100,100,100,32.66666667,64.44444444,65.55555556,65.55555556,58.3,67.9,1,16.7,54.3,0,3,3,0,1,0,0,65,3,0,0,.445,9,50.63470922,5514.58,87.41635916,.3,7,22,27,2,9,-22.5,1,1.4,1.5,1,1.7,91.7,3,44.66666667,4.5,1,58.94,73.8,2,33,.178,16,30.06993007,30.45,1,10,47.55244755,6.922679642,67.46,1,25.1,58.6,13,17.58,,1.451,1.286,.038558,6.24594,9.951845907,10.38338658,2,32770,32,36,55,1,,61,-180,22.66666667,0,58901,21462,11.7,180,3,1,0,"Vermont",21,19.1,0,1.23,.4,64.83,66.06,30.27,0,3.7,3.2,3.8,9.8,10.4,12.3,11.5,38.2,64.1,66.3,66.7,60.4,40.8,64.8,39.2,33.07,5,94.7,37.8,37.2,38.3,39.4
1,10,14.1,34,.3,1,18.4,37,-1.4,22.8,19,2,12,183,57.65151515,246.2727273,42.34848485,86.6,51.16,1,7078515,8001024,80.01024,922509,13,0,54,39.00,14.4,62.6,41.1,26.9,2,47.28,19.00,"VA",-1.3,14.7,16.5,17.6,9,10,3,2.13,41,37,0,33,4.9,12,19.2,11,19.9,19.9,20.7,52.47372919,53.68,13.2,13.9,.3,1,10.1,46.4491,49.73,13,32.2,33.93822394,64.36363636,48.73,-1.7,2,680,1360,277.7,4.1,1930.3,196.2,113,1,4425,27.27272727,54.54545455,23.07692308,33.40707965,40.71428571,47.14285714,36.42857143,37.9,202.6,5,12.4,21.9,0,13,13,0,4,1,1,55,2,1,1,.468,28,44.43561054,5608.71,52.65576006,3.1,18,35,14,3,18,-17,5.7,6.8,7.9,1,9,88.9,3,34.14454277,6,3,45.48,68.3,11,32,.178,10,19.26640927,46.33,0,7.25,46.7953668,2.168247825,52.63,1,29.2,63.4,11.4,14.16,42.9,1.603,1.754,.054291,84.1181,9.885027091,10.02374703,3,35477,43,51,70,3,36.96407879,34,-75,32.44837758,1,50834,11992,12.6,75,2,0,1,"Virginia",2,13.4,0,4.42,7.1,53.93,58.35,44.41,0,3.9,4.2,9.1,5.3,3.7,4.7,4.3,73,54,60.6,67.7,66.4,36.8,66.1,42.3,30.62,1,68.2,17.1,19.3,19.3,19.3
3,50,11.1,31,3.025,3,4.6,34.3,9.8,19,15,1,15,241.8888889,43.98148148,187.2222222,56.01851852,89.7,55.81,1,5894121,6724540,67.2454,830419,14.1,4,63,32.00,17.1,45.7,30.5,44.4,1,41.03,19.00,"WA",-2.9,16.9,17.5,18.3,2,3,1,2.34,33,34.2,0,17,5.38,1,3.7,2,3.5,3.7,4.8,44.57864795,45.64,12.5,9.9,2.025,3,4.15,52.974,52.54,8,30.2,31.29736959,36.11111111,29.33,5,3,410,1810,783,2.5,3706.1,285.2,5,1,1256,55.55555556,66.66666667,72.72727273,31.81225554,64.62585034,64.62585034,55.10204082,51,101.2,9,14.7,30.2,0,11,12,0,2,0,0,62,3,0,0,.456,18,50.15821532,7721.11,40.79089425,1.4,40,35,14,3,18,33,8.5,9.8,11.2,1,12.4,90.8,3,38.63537592,4.5,4,52.82,63.8,29,11,.272,18,22.0240749,40.26,1,11,46.67855551,4.140895453,57.34,1,26.4,64.9,11.3,14.46,58.5,2.27,2.194,.059037,72.88,10.09860051,9.665427509,1,35299,47,45,60,4,25.19083969,45,-138,29.55236854,0,53738,10895,18.7,138,3,0,0,"Washington",8,15.7,0,1.03,.1,60.37,61.4,36.83,0,6.2,5.3,6.6,19.3,20.2,20.2,17.4,82,60.7,66.9,67,64.1,43.1,65.7,36,30.63,4,76.9,32.7,32.7,32,36.7
2,33,6.7,17.3,.55,1,25.2,41.6,2.7,20.8,39,3,4,226,49.55555556,203,50.44444444,82.8,35.53,0,1808344,1852994,18.52994,44650,2.5,1,39,53.00,8.7,72.4,41.9,26.2,2,62.27,25.00,"WV",-4.3,19,6.7,6.6,4,4,1,1.79,43,19.6,1,18,5.32,2,3.9,0,3.2,3.6,4.2,51.91521993,56.06,23,23.6,.55,1,12.42,48.2033,26.43,0,17,35.27777778,58,30,-7.9,1,550,1090,484.9,4,2034.7,302,0,0,282,33.33333333,66.66666667,80,47.46192893,70.89552239,73.88059701,58.95522388,35.8,77.1,5,41.5,105.8,5,0,0,5,4,1,1,52,2,1,1,.458,19,45.59266437,12173.81,76.79463614,1.5,35,6,43,1,4,6,.8,1.1,1.2,0,1.4,86,4,23.60406091,7.3,4,43.2,46.3,50,38,.157,4,17.77777778,55.6,1,8.75,46.94444444,1.647832822,42.51,0,35.6,96,15.3,18.24,38.1,1.11,.842,.037368,18.311,9.521188773,9.120345386,2,25872,63,43,53,3,32.19512195,45,-61,28.93401015,0,45622,13416,14.4,61,1,1,1,"WestVirginia",19,18.9,0,6.06,-3.5,46.26,52.32,68.5,5,5.3,6,6,14.2,13.3,13.9,11.8,46.1,46.6,54.1,50.6,46.3,32,50.1,26.4,22.06,5,93.4,14.2,16.4,17.9,13.4
2,21,8.4,25.7,2.52,3,18.5,39.4,4.1,13.9,41,3,3,223,49.875,205.25,50.125,89.8,52.83,1,5363675,5686986,56.86986,323311,6,0,57,39.00,30.7,47.6,36.7,34.4,2,45.89,20.00,"WI",0,11.8,8.5,7.4,9,8,3,2.96,33,28.4,1,39,4.57,5,6.3,6,5.9,6.1,7.1,47.61316351,49.32,16,14.2,.77,2,7.62,47.898,46.45,0,23.8,32.74500697,49,36.5,2.4,2,610,1740,368.5,2.9,2088.3,290.3,0,0,330,37.5,62.5,60,35.472044,49.24242424,53.03030303,40.90909091,36.4,105,3,15.5,14.5,0,10,10,0,2,0,0,57,2,0,0,.441,7,47.83281966,8253.49,52.57618007,1.7,20,28,21,2,12,-15,4.3,5.1,5.9,2,6.6,91.4,3,35.65536205,6,4,49.7,66.6,20,26,.204,5,17.83557826,42.31,0,7.25,49.41941477,3.620016416,56.22,1,30.7,62.2,13,15.61,35.3,1.95,1.908,.043874,57.7871,10.38656069,9.653595921,3,32157,34,38,35,2,33.56890459,69,-142,28.87259395,0,54115,12413,15.2,142,3,0,0,"Wisconsin",5,13.3,0,7.38,-2.3,66.31,73.69,47.22,10,5,4.1,5.7,16,14.3,15.2,8.1,68.3,67.6,74.8,72.5,72.5,56.9,69.4,37.2,35.34,1,86,22.7,22,25,23.5
2,34,7.9,23.8,.6,1,35.3,51.4,-30,17.6,39,3,4,126,73.5,303,26.5,91.8,27.82,0,493782,563626,5.63626,69844,14.1,0,57,39.00,13.9,48.7,32.8,40.5,1,68.64,21.00,"WY",-6.5,21.3,.7,.9,5,6,1,2.77,31,26.2,0,1,7.76,1,.8,0,.9,1.3,1.3,67.75650215,68.86,31.5,25.3,.6,1,8.05,23.9944,21.63,0,23.7,34.19689119,91,100,-19.7,1,670,1680,289.1,2.7,1964.7,195.5,1,0,747,0,0,0,25.24271845,26.66666667,27.77777778,13.33333333,13.3,5.8,8,16.4,23.8,3,0,0,3,4,1,1,51,1,1,1,.437,5,27.69898008,11240.79,144.4220103,.9,3,22,27,2,9,-28,6.7,7.7,8.9,2,9.9,92.2,3,32.52427184,5.5,1,29.07,69.7,8,49,.081,2,18.13471503,64.78,0,5.15,47.66839378,2.118149218,32.54,0,29,71.1,12.1,14.08,39.3,1.352,1.248,.030967,5.85501,11.19842829,9.929078014,3,34306,52,42,48,4,24.89626556,54,-126,42.23300971,1,58140,18437,12.5,126,2,1,0,"Wyoming",40,20.8,0,3.47,-.3,60.32,63.79,67.4,3,3.8,4.9,11.5,8,7.9,7.7,6.3,65.1,59.2,65.7,65.4,58.9,39.7,60.4,35.9,29.08,5,91.5,23.3,16.7,14.4,11.1
